net2,MeanGVC
Aud.,0.27864072351706415
CON,0.27104864734738376
DAN,0.2697270182053241
DMN,0.27655019482421933
FPN,0.2702770051395626
Motor,0.2692149610424812
SAN,0.26830212673666204
Subc.,0.26991098230307287
VAN,0.26628054416768704
Vis.,0.27408755764382164
Whole Brain,0.272516994948118
