,subject,net2,MeanGVC
0,CC110033,Aud.,0.11728888581324179
1,CC110033,CON,0.08731537124630359
2,CC110033,DAN,0.10972474226412698
3,CC110033,DMN,0.1069143326043683
4,CC110033,FPN,0.10079782017904537
5,CC110033,Motor,0.0987580661537077
6,CC110033,SAN,0.0934811852152035
7,CC110033,Subc.,0.09356354936986709
8,CC110033,VAN,0.09910227398455594
9,CC110033,Vis.,0.09551226380158555
10,CC110033,Whole Brain,0.10083941843885938
11,CC110037,Aud.,0.1063647317753921
12,CC110037,CON,0.11340418793503605
13,CC110037,DAN,0.0847378733022809
14,CC110037,DMN,0.10274579547900195
15,CC110037,FPN,0.1120715184018822
16,CC110037,Motor,0.09155960694576634
17,CC110037,SAN,0.09345337767990732
18,CC110037,Subc.,0.09110861550074255
19,CC110037,VAN,0.11258796054917641
20,CC110037,Vis.,0.09526629898860045
21,CC110037,Whole Brain,0.09999794251307875
22,CC110045,Aud.,0.10321810989646746
23,CC110045,CON,0.07981277636971297
24,CC110045,DAN,0.11673390107485564
25,CC110045,DMN,0.10369639013714495
26,CC110045,FPN,0.09772621214636183
27,CC110045,Motor,0.10496984513892223
28,CC110045,SAN,0.07844809808374316
29,CC110045,Subc.,0.09409275166701382
30,CC110045,VAN,0.11629672238533201
31,CC110045,Vis.,0.10755200836902894
32,CC110045,Whole Brain,0.10075109380228198
33,CC110056,Aud.,0.12252266820737429
34,CC110056,CON,0.09993579429935523
35,CC110056,DAN,0.11724270756974176
36,CC110056,DMN,0.10054663042520282
37,CC110056,FPN,0.09135837811895327
38,CC110056,Motor,0.11083865534780281
39,CC110056,SAN,0.09644065845002943
40,CC110056,Subc.,0.0830164381363662
41,CC110056,VAN,0.09966791978066804
42,CC110056,Vis.,0.08246762386684091
43,CC110056,Whole Brain,0.09926043486853059
44,CC110069,Aud.,0.1285651462030299
45,CC110069,CON,0.08060909321993952
46,CC110069,DAN,0.10816826161953964
47,CC110069,DMN,0.10059075605488235
48,CC110069,FPN,0.08455222111041037
49,CC110069,Motor,0.0825767245920627
50,CC110069,SAN,0.08119330351184509
51,CC110069,Subc.,0.08917984232168262
52,CC110069,VAN,0.1518100022971586
53,CC110069,Vis.,0.09968257446859057
54,CC110069,Whole Brain,0.09636998367172384
55,CC110087,Aud.,0.1113220304382763
56,CC110087,CON,0.08471372318309117
57,CC110087,DAN,0.13409252470283048
58,CC110087,DMN,0.10073123813827235
59,CC110087,FPN,0.10782885985604372
60,CC110087,Motor,0.09368798759243308
61,CC110087,SAN,0.08844655323849843
62,CC110087,Subc.,0.07440757167121181
63,CC110087,VAN,0.11321210908642622
64,CC110087,Vis.,0.09587778207391208
65,CC110087,Whole Brain,0.09897752908986962
66,CC110098,Aud.,0.10043276820504893
67,CC110098,CON,0.11039724039320843
68,CC110098,DAN,0.0975395920409365
69,CC110098,DMN,0.1013010388557945
70,CC110098,FPN,0.09356073885672779
71,CC110098,Motor,0.10467454771459629
72,CC110098,SAN,0.09808617443636898
73,CC110098,Subc.,0.08796908543429746
74,CC110098,VAN,0.11474717955016663
75,CC110098,Vis.,0.09473695121682148
76,CC110098,Whole Brain,0.09985259236689807
77,CC110101,Aud.,0.09933855571846627
78,CC110101,CON,0.07120672602424734
79,CC110101,DAN,0.10265675261939129
80,CC110101,DMN,0.10096634099049795
81,CC110101,FPN,0.10757159435478779
82,CC110101,Motor,0.11135454793609356
83,CC110101,SAN,0.09016309579256387
84,CC110101,Subc.,0.10900177691580525
85,CC110101,VAN,0.1095853668244394
86,CC110101,Vis.,0.10022980393002746
87,CC110101,Whole Brain,0.1012233479645449
88,CC110126,Aud.,0.10377755702336255
89,CC110126,CON,0.09401557485745272
90,CC110126,DAN,0.10358531295162723
91,CC110126,DMN,0.09926735887867312
92,CC110126,FPN,0.10406966585712953
93,CC110126,Motor,0.0994231582853543
94,CC110126,SAN,0.09917652074203699
95,CC110126,Subc.,0.09201593723433604
96,CC110126,VAN,0.11485528154096727
97,CC110126,Vis.,0.09376977782575814
98,CC110126,Whole Brain,0.09934176387416732
99,CC110174,Aud.,0.12407139481174041
100,CC110174,CON,0.08804831509931792
101,CC110174,DAN,0.10027025277091096
102,CC110174,DMN,0.10250655877568056
103,CC110174,FPN,0.10501087680581342
104,CC110174,Motor,0.10272991347354377
105,CC110174,SAN,0.09612326596714736
106,CC110174,Subc.,0.0694201290646343
107,CC110174,VAN,0.1173750719873262
108,CC110174,Vis.,0.09727678942019959
109,CC110174,Whole Brain,0.10046534089455056
110,CC110182,Aud.,0.10556116104194149
111,CC110182,CON,0.09071453643153841
112,CC110182,DAN,0.09936214915421836
113,CC110182,DMN,0.10251927941101528
114,CC110182,FPN,0.09468569397557917
115,CC110182,Motor,0.10179620629883292
116,CC110182,SAN,0.09764678614158971
117,CC110182,Subc.,0.09367193992228526
118,CC110182,VAN,0.12237008669592964
119,CC110182,Vis.,0.09532775540080869
120,CC110182,Whole Brain,0.09964231459712612
121,CC110187,Aud.,0.10453814602103793
122,CC110187,CON,0.0972902670592934
123,CC110187,DAN,0.10617446508153829
124,CC110187,DMN,0.09404712023394962
125,CC110187,FPN,0.09874314757139296
126,CC110187,Motor,0.1146878313697674
127,CC110187,SAN,0.09518179693703863
128,CC110187,Subc.,0.09835516157520634
129,CC110187,VAN,0.09696435885291885
130,CC110187,Vis.,0.09731416573869991
