net2,MeanBVC
Aud.,0.1819375270859468
CON,0.16445602843368673
DAN,0.145049999695477
DMN,0.17130736629854357
FPN,0.1752009043168855
Motor,0.18585770567604498
SAN,0.1661753136826555
Subc.,0.1623133701001132
VAN,0.15858764571916836
Vis.,0.16376179938241842
Whole Brain,0.16997694641063876
