net2,MeanBVC
Aud.,0.01361174740974663
CON,0.015887405216711687
DAN,0.015600722232291503
DMN,0.011818909940246335
FPN,0.014753984851781782
Motor,0.014446895523445186
SAN,0.014190961396063285
Subc.,0.017847867887384822
VAN,0.016607520073925863
Vis.,0.014077794530685297
Whole Brain,0.009751091905480885
