net2,MeanBVC
Aud.,0.16759194842958436
CON,0.16010231718792053
DAN,0.1639622139458199
DMN,0.16357063945211114
FPN,0.15971368447564216
Motor,0.15678035585004055
SAN,0.16013838387045512
Subc.,0.15509360653232654
VAN,0.16083537740655565
Vis.,0.1590304229021613
Whole Brain,0.15982165179234484
