net2,MeanGVC
Aud.,0.01602359776133334
CON,0.016028967401531966
DAN,0.0181871466569444
DMN,0.01211599479947846
FPN,0.015655953388926197
Motor,0.01529334179840265
SAN,0.015349051054974718
Subc.,0.017461640364482025
VAN,0.018943053853205036
Vis.,0.013371801684119083
Whole Brain,0.010278899958395595
