net2,MeanBVC
Aud.,0.2128960880560585
CON,0.19169842148611865
DAN,0.17101486535141389
DMN,0.2010940945436596
FPN,0.20597913737302898
Motor,0.21759448790406183
SAN,0.1942143715865462
Subc.,0.19173528980661061
VAN,0.18408753956583543
Vis.,0.19402042906375797
Whole Brain,0.19948048883360456
