net2,MeanBVC
Aud.,0.05841234548682467
CON,0.05863381622056367
DAN,0.04965754076771357
DMN,0.0487201202240171
FPN,0.05575074748463998
Motor,0.05672337586389048
SAN,0.05370045751559891
Subc.,0.05753585444500916
VAN,0.06886284864631288
Vis.,0.0528257764034247
Whole Brain,0.04608667049175155
