net2,MeanBVC
Aud.,0.04421416363473628
CON,0.04460241265477589
DAN,0.03772888273100693
DMN,0.037682412287953174
FPN,0.04340600476320898
Motor,0.043761205308353084
SAN,0.04233598122855962
Subc.,0.043897780276046364
VAN,0.05248863091393244
Vis.,0.03978125433307673
Whole Brain,0.03583238521221254
