net2,MeanBVC
Aud.,0.0371597302493097
CON,0.03684914427948445
DAN,0.03150617525832579
DMN,0.03272400348233433
FPN,0.03709577751627597
Motor,0.03736626587502922
SAN,0.035721128066774153
Subc.,0.03677386662706165
VAN,0.042319408877827626
Vis.,0.03318337588823002
Whole Brain,0.03113653348307762
