net2,MeanGVC
Aud.,0.014127794457997207
CON,0.017850517174566014
DAN,0.016853028297819928
DMN,0.011798294510827485
FPN,0.016127886359153056
Motor,0.015589979235165152
SAN,0.015264156251940197
Subc.,0.020594753571699383
VAN,0.01832400472464546
Vis.,0.014296920251700408
Whole Brain,0.009336255633050376
