,subject,net2,MeanBVC
0,CC110033,Aud.,0.17395298523693453
1,CC110033,CON,0.1659506619754057
2,CC110033,DAN,0.15773002295904676
3,CC110033,DMN,0.1627298556170448
4,CC110033,FPN,0.1637334237289317
5,CC110033,Motor,0.16535340272793525
6,CC110033,SAN,0.14060761041886533
7,CC110033,Subc.,0.16049894196877873
8,CC110033,VAN,0.14501817520580584
9,CC110033,Vis.,0.17063655484926915
10,CC110033,Whole Brain,0.16042896715694366
11,CC110037,Aud.,0.16513785082434135
12,CC110037,CON,0.16309152259803766
13,CC110037,DAN,0.1461261870725954
14,CC110037,DMN,0.16332843858395135
15,CC110037,FPN,0.1864149353142667
16,CC110037,Motor,0.137989111659253
17,CC110037,SAN,0.15198738348590404
18,CC110037,Subc.,0.16024953738802034
19,CC110037,VAN,0.1768083109520206
20,CC110037,Vis.,0.15620900005833854
21,CC110037,Whole Brain,0.15929832390823234
22,CC110045,Aud.,0.15476060795935265
23,CC110045,CON,0.16419394326861955
24,CC110045,DAN,0.17532158406967077
25,CC110045,DMN,0.1571103551165798
26,CC110045,FPN,0.15987578088594687
27,CC110045,Motor,0.16385523265605828
28,CC110045,SAN,0.15648918846035015
29,CC110045,Subc.,0.15439402924972573
30,CC110045,VAN,0.16289959322547887
31,CC110045,Vis.,0.15867145940114877
32,CC110045,Whole Brain,0.15906882755203017
33,CC110056,Aud.,0.18197077441755755
34,CC110056,CON,0.16032686374938238
35,CC110056,DAN,0.1806229781143764
36,CC110056,DMN,0.15984288849029155
37,CC110056,FPN,0.16226661348252513
38,CC110056,Motor,0.16448799887640644
39,CC110056,SAN,0.1601914780632308
40,CC110056,Subc.,0.1364156843528778
41,CC110056,VAN,0.15687981858086827
42,CC110056,Vis.,0.14439213943024654
43,CC110056,Whole Brain,0.1592433642871992
44,CC110069,Aud.,0.18460211179142869
45,CC110069,CON,0.15625907748821405
46,CC110069,DAN,0.15982349779956703
47,CC110069,DMN,0.16708853332593096
48,CC110069,FPN,0.14297597061924655
49,CC110069,Motor,0.15538257521159254
50,CC110069,SAN,0.15157951700263106
51,CC110069,Subc.,0.13936186586497643
52,CC110069,VAN,0.19526017415538305
53,CC110069,Vis.,0.15626297770481876
54,CC110069,Whole Brain,0.15804430088117233
55,CC110087,Aud.,0.16269987594657348
56,CC110087,CON,0.16375429273576006
57,CC110087,DAN,0.17261794999587027
58,CC110087,DMN,0.16793803795225523
59,CC110087,FPN,0.1630730262000346
60,CC110087,Motor,0.1585176291533753
61,CC110087,SAN,0.15650009917338498
62,CC110087,Subc.,0.14140006672797875
63,CC110087,VAN,0.16465482404469292
64,CC110087,Vis.,0.1548284846326604
65,CC110087,Whole Brain,0.1606563152823755
66,CC110098,Aud.,0.15614979528868947
67,CC110098,CON,0.17328055866379136
68,CC110098,DAN,0.1575491133631742
69,CC110098,DMN,0.1596315617519466
70,CC110098,FPN,0.15985549059050458
71,CC110098,Motor,0.1640139808254794
72,CC110098,SAN,0.16222158287375793
73,CC110098,Subc.,0.15184581492366575
74,CC110098,VAN,0.1614333727239563
75,CC110098,Vis.,0.16070458725163056
76,CC110098,Whole Brain,0.1599547435883652
77,CC110101,Aud.,0.16190131933886798
78,CC110101,CON,0.1341479703780994
79,CC110101,DAN,0.17504880661733674
80,CC110101,DMN,0.16196203602474496
81,CC110101,FPN,0.1707632410986783
82,CC110101,Motor,0.15166488530991035
83,CC110101,SAN,0.16130723749736015
84,CC110101,Subc.,0.15906704180652848
85,CC110101,VAN,0.1690404380737834
86,CC110101,Vis.,0.16226060926103153
87,CC110101,Whole Brain,0.15947701643861992
88,CC110126,Aud.,0.17056673364115987
89,CC110126,CON,0.15972463246987642
90,CC110126,DAN,0.17269283085854456
91,CC110126,DMN,0.16490084742569314
92,CC110126,FPN,0.1589449077074115
93,CC110126,Motor,0.15343707269505652
94,CC110126,SAN,0.16123598842873305
95,CC110126,Subc.,0.1528404714211173
96,CC110126,VAN,0.15084798723780707
97,CC110126,Vis.,0.16128049767994723
98,CC110126,Whole Brain,0.1601686322796148
99,CC110174,Aud.,0.15995161704720484
100,CC110174,CON,0.1577212872632187
101,CC110174,DAN,0.16470875830547954
102,CC110174,DMN,0.16390611029470364
103,CC110174,FPN,0.1636083976709736
104,CC110174,Motor,0.16405263485891014
105,CC110174,SAN,0.1610241836223109
106,CC110174,Subc.,0.15009567234610183
107,CC110174,VAN,0.16280963272299404
108,CC110174,Vis.,0.15815370844384632
109,CC110174,Whole Brain,0.16060859926921778
110,CC110182,Aud.,0.17465057298097228
111,CC110182,CON,0.14687735473110688
112,CC110182,DAN,0.16485521339860573
113,CC110182,DMN,0.1650803127417551
114,CC110182,FPN,0.15322938706745648
115,CC110182,Motor,0.16639584327780066
116,CC110182,SAN,0.1449933759135785
117,CC110182,Subc.,0.15813667056026076
118,CC110182,VAN,0.1722338119648238
119,CC110182,Vis.,0.16091301876476927
120,CC110182,Whole Brain,0.159275040443832
121,CC110187,Aud.,0.16794760940092573
122,CC110187,CON,0.1494283242431548
123,CC110187,DAN,0.16292819713826606
124,CC110187,DMN,0.16684243678465013
125,CC110187,FPN,0.1663758981136863
126,CC110187,Motor,0.1615124428501281
127,CC110187,SAN,0.1565749997869158
128,CC110187,Subc.,0.1578634999419482
129,CC110187,VAN,0.16423772933431352
130,CC110187,Vis.,0.1529006942487455
131,CC110187,Whole Brain,0.1600287700022276
132,CC110319,Aud.,0.16217251163572835
133,CC110319,CON,0.15238126653555972
134,CC110319,DAN,0.15527201659898435
135,CC110319,DMN,0.16201332863944476
136,CC110319,FPN,0.1619477062154435
137,CC110319,Motor,0.17138676032663988
138,CC110319,SAN,0.14633996118640008
139,CC110319,Subc.,0.15792009586873385
140,CC110319,VAN,0.17462000151788665
141,CC110319,Vis.,0.16220549108711527
142,CC110319,Whole Brain,0.16038146223302507
143,CC110411,Aud.,0.17026505443618103
144,CC110411,CON,0.1779129690423636
145,CC110411,DAN,0.1458439794706777
146,CC110411,DMN,0.16126014112024728
147,CC110411,FPN,0.16362997055312994
148,CC110411,Motor,0.1641941287592885
149,CC110411,SAN,0.16428159895127267
150,CC110411,Subc.,0.16005910158158249
151,CC110411,VAN,0.1482571214651365
152,CC110411,Vis.,0.151516429161287
153,CC110411,Whole Brain,0.1594201073037947
154,CC110606,Aud.,0.17295821835095626
155,CC110606,CON,0.15567176185848855
156,CC110606,DAN,0.16246325117006288
157,CC110606,DMN,0.1642192602917031
158,CC110606,FPN,0.15682362952380421
159,CC110606,Motor,0.15145955280117746
160,CC110606,SAN,0.15625466432163126
161,CC110606,Subc.,0.16138591821671025
162,CC110606,VAN,0.1614845401445193
163,CC110606,Vis.,0.1643668667249763
164,CC110606,Whole Brain,0.15955293844093196
165,CC112141,Aud.,0.16410275895488152
166,CC112141,CON,0.16145819489540314
167,CC112141,DAN,0.1606616155303028
168,CC112141,DMN,0.16277392910858204
169,CC112141,FPN,0.16468813121990697
170,CC112141,Motor,0.15274894330573688
171,CC112141,SAN,0.16032586472110508
172,CC112141,Subc.,0.16193657644810308
173,CC112141,VAN,0.15020141267695236
174,CC112141,Vis.,0.16732222158873805
175,CC112141,Whole Brain,0.16042095339524967
176,CC120008,Aud.,0.15587511326698983
177,CC120008,CON,0.1609240981586455
178,CC120008,DAN,0.1671687188159924
179,CC120008,DMN,0.1558567438412284
180,CC120008,FPN,0.16324089228332947
181,CC120008,Motor,0.16192609604296557
182,CC120008,SAN,0.15036424585239913
183,CC120008,Subc.,0.16071563171216025
184,CC120008,VAN,0.16647707441846585
185,CC120008,Vis.,0.1656184304672829
186,CC120008,Whole Brain,0.15847355698550247
187,CC120049,Aud.,0.16641381244196474
188,CC120049,CON,0.14611361541810824
189,CC120049,DAN,0.16075421814763852
190,CC120049,DMN,0.16679816910902234
191,CC120049,FPN,0.14926007114644907
192,CC120049,Motor,0.1635768660211814
193,CC120049,SAN,0.15510753615048112
194,CC120049,Subc.,0.16437619919458718
195,CC120049,VAN,0.17541690430041929
196,CC120049,Vis.,0.15864902593331942
197,CC120049,Whole Brain,0.16017418398179026
198,CC120061,Aud.,0.17307909821669704
199,CC120061,CON,0.1548512504145573
200,CC120061,DAN,0.17260846156004556
201,CC120061,DMN,0.1644006147972548
202,CC120061,FPN,0.15197511505277866
203,CC120061,Motor,0.14785479935548157
204,CC120061,SAN,0.15526028721224625
205,CC120061,Subc.,0.15634932892856898
206,CC120061,VAN,0.17610160230475003
207,CC120061,Vis.,0.15657664362398852
208,CC120061,Whole Brain,0.1575834003785931
209,CC120065,Aud.,0.17476736372065507
210,CC120065,CON,0.1618271222308287
211,CC120065,DAN,0.1654170460403341
212,CC120065,DMN,0.16376861835518883
213,CC120065,FPN,0.14259516912871817
214,CC120065,Motor,0.14868111429103187
215,CC120065,SAN,0.15336573561609695
216,CC120065,Subc.,0.16942665406606097
217,CC120065,VAN,0.16191236356232563
218,CC120065,Vis.,0.16679758063428823
219,CC120065,Whole Brain,0.15808183419943317
220,CC120120,Aud.,0.1656333208295702
