net2,MeanGVC
Aud.,20.59285822272374
CON,19.061082132879527
DAN,28.7033868980552
DMN,18.15600219024552
FPN,17.612540140386113
Motor,17.726759789073554
SAN,17.859821762339756
Subc.,25.921148831335262
VAN,30.274857639427704
Vis.,18.850619372121148
Whole Brain,13.950173964396212
