net2,MeanBVC
Aud.,0.20458379236241067
CON,0.1977995197262233
DAN,0.1988231892551876
DMN,0.2016009379356035
FPN,0.1972349271580215
Motor,0.19501103377763643
SAN,0.19590651223338787
Subc.,0.1956673465436406
VAN,0.19601282257530442
Vis.,0.19798259123626494
Whole Brain,0.197366743864556
