net2,MeanGVC
Aud.,0.014753577726110854
CON,0.0179412076282303
DAN,0.017060768877927207
DMN,0.011714270858290849
FPN,0.01622004819354598
Motor,0.015673625593387717
SAN,0.015454302826798256
Subc.,0.019815519736393176
VAN,0.018209632713543263
Vis.,0.014061607724794223
Whole Brain,0.009714800047355586
