,subject,net2,MeanGVC
0,CC110033,Aud.,0.2689504050522102
1,CC110033,CON,0.261805896483919
2,CC110033,DAN,0.2737548379019473
3,CC110033,DMN,0.2773394743398743
4,CC110033,FPN,0.27013482768673797
5,CC110033,Motor,0.2677614659711443
6,CC110033,SAN,0.26345614987879284
7,CC110033,Subc.,0.2797226377479756
8,CC110033,VAN,0.26741981631104134
9,CC110033,Vis.,0.28312262739933414
10,CC110033,Whole Brain,0.27308861710242016
11,CC110037,Aud.,0.2767313331603149
12,CC110037,CON,0.2725065878751458
13,CC110037,DAN,0.26720334919974165
14,CC110037,DMN,0.27272390771971966
15,CC110037,FPN,0.29183041973185997
16,CC110037,Motor,0.25209762930461066
17,CC110037,SAN,0.2740396442811837
18,CC110037,Subc.,0.25891490103285925
19,CC110037,VAN,0.28952957785596456
20,CC110037,Vis.,0.2609843898185283
21,CC110037,Whole Brain,0.2699950158954696
22,CC110045,Aud.,0.266786775491846
23,CC110045,CON,0.27485212099653994
24,CC110045,DAN,0.2697681613419285
25,CC110045,DMN,0.2778317074145922
26,CC110045,FPN,0.2712801009079787
27,CC110045,Motor,0.27552233386792246
28,CC110045,SAN,0.26062144361807377
29,CC110045,Subc.,0.26475032743435756
30,CC110045,VAN,0.27768992256192465
31,CC110045,Vis.,0.2744279226152386
32,CC110045,Whole Brain,0.2730259396249953
33,CC110056,Aud.,0.28020661732645885
34,CC110056,CON,0.2652449165331995
35,CC110056,DAN,0.28445944016667135
36,CC110056,DMN,0.27704317555175745
37,CC110056,FPN,0.27448321535410575
38,CC110056,Motor,0.26600772459369504
39,CC110056,SAN,0.25916711546702254
40,CC110056,Subc.,0.2652349558707323
41,CC110056,VAN,0.279803723136977
42,CC110056,Vis.,0.2638065308100337
43,CC110056,Whole Brain,0.27109934106474437
44,CC110069,Aud.,0.2926693076240029
45,CC110069,CON,0.2817983203795269
46,CC110069,DAN,0.28178562050017125
47,CC110069,DMN,0.2890026743618946
48,CC110069,FPN,0.2475879040997621
49,CC110069,Motor,0.2687100890178493
50,CC110069,SAN,0.26806135374663664
51,CC110069,Subc.,0.22921725270032522
52,CC110069,VAN,0.30741856932825895
53,CC110069,Vis.,0.24942156894715792
54,CC110069,Whole Brain,0.27088409516981155
55,CC110087,Aud.,0.2793471503153783
56,CC110087,CON,0.2724106518052124
57,CC110087,DAN,0.27930782311853275
58,CC110087,DMN,0.2797474961702094
