net2,MeanGVC
Aud.,0.05688288927177197
CON,0.056771648675995164
DAN,0.049503782553448804
DMN,0.046739913767283245
FPN,0.054293220949097706
Motor,0.05746600037271234
SAN,0.052220083274157676
Subc.,0.057103772902325496
VAN,0.06682658271551352
Vis.,0.05063127000601628
Whole Brain,0.04398456066691194
