net2,MeanBVC
Aud.,0.013372511650684924
CON,0.01612314472041768
DAN,0.015415637612592768
DMN,0.011921811808061613
FPN,0.013861810633398364
Motor,0.014241780259709997
SAN,0.014000458737855577
Subc.,0.017921486139649567
VAN,0.01680057514993446
Vis.,0.014046267059678737
Whole Brain,0.009383543191953237
