net2,MeanBVC
Aud.,0.1338542448459927
CON,0.11990567989409064
DAN,0.10660164935715917
DMN,0.12632719294954214
FPN,0.1294833638749139
Motor,0.13829332390471719
SAN,0.12329053495518713
Subc.,0.11869741142128616
VAN,0.11945246326706215
Vis.,0.12095578079643103
Whole Brain,0.12562399769460117
