net2,MeanGVC
Aud.,0.017906513900394088
CON,0.01024821162285012
DAN,0.008949899275886413
DMN,0.007423376514184319
FPN,0.012072937356966833
Motor,0.010053896784422476
SAN,0.012928195568833897
Subc.,0.011447905681428783
VAN,0.014634735342741519
Vis.,0.015316236685511133
Whole Brain,0.0047844687443361995
