net2,MeanGVC
Aud.,0.32095174166417745
CON,0.3173341567488695
DAN,0.3229708739947215
DMN,0.3205093133600135
FPN,0.3211750198348103
Motor,0.320579654448169
SAN,0.3188218289192259
Subc.,0.313227404787988
VAN,0.32224583759273623
Vis.,0.32476473063429256
Whole Brain,0.3209303566395284
