net2,MeanBVC
Aud.,0.2811128999385156
CON,0.2829981701680564
DAN,0.28797125887545966
DMN,0.2880073133804681
FPN,0.2821892068690711
Motor,0.2825622067534135
SAN,0.2863336692746989
Subc.,0.2863835937575347
VAN,0.28783549069029213
Vis.,0.2902940189917649
Whole Brain,0.2866819101970472
