net2,MeanBVC
Aud.,0.19070339388689184
CON,0.1872433934565146
DAN,0.18933274296666766
DMN,0.18822394034000423
FPN,0.1840600781129322
Motor,0.1867230756860017
SAN,0.18774956233796833
Subc.,0.1870216302379576
VAN,0.18571939606740984
Vis.,0.18233862638660445
Whole Brain,0.18632594940056413
