net2,MeanGVC
Aud.,0.03141434566904878
CON,0.01839562737773781
DAN,0.017399569728646022
DMN,0.013311130338807332
FPN,0.01951270291487865
Motor,0.019680164150171892
SAN,0.02091199421752945
Subc.,0.015773898583346085
VAN,0.025129909427689084
Vis.,0.02488015018462967
Whole Brain,0.009705794590688053
