,subject,net1,net2,MeanGVC
0,sub-01,FPN,FPN,0.2718384763093358
1,sub-01,FPN,CON,0.2736041857313214
2,sub-01,FPN,SAN,0.279062699805476
3,sub-01,FPN,VAN,0.2708764104259682
4,sub-01,FPN,DAN,0.27468217907899106
5,sub-01,FPN,DMN,0.2817722462975179
6,sub-01,FPN,Motor,0.27019604180190765
7,sub-01,FPN,Aud.,0.26432534441941635
8,sub-01,FPN,Vis.,0.2761469145009817
9,sub-01,FPN,Subc.,0.27523862007794875
10,sub-01,FPN,Whole Brain,0.27650552957423313
11,sub-01,CON,FPN,0.2736041857313214
12,sub-01,CON,CON,0.28402516243482817
13,sub-01,CON,SAN,0.2845273243462251
14,sub-01,CON,VAN,0.27420184786760604
15,sub-01,CON,DAN,0.2797501331699025
16,sub-01,CON,DMN,0.2885883787081171
17,sub-01,CON,Motor,0.27466436052502713
18,sub-01,CON,Aud.,0.2648008115987719
19,sub-01,CON,Vis.,0.28473751811201425
20,sub-01,CON,Subc.,0.2789612925960055
21,sub-01,CON,Whole Brain,0.28082264820841546
22,sub-01,SAN,FPN,0.27906269980547604
23,sub-01,SAN,CON,0.2845273243462251
24,sub-01,SAN,SAN,0.28910777934820114
25,sub-01,SAN,VAN,0.2792358422597831
26,sub-01,SAN,DAN,0.2830211575220578
27,sub-01,SAN,DMN,0.29418760456306375
28,sub-01,SAN,Motor,0.28093390530315693
29,sub-01,SAN,Aud.,0.27532121237187696
30,sub-01,SAN,Vis.,0.28824600410296997
31,sub-01,SAN,Subc.,0.28356458305116683
32,sub-01,SAN,Whole Brain,0.28629159964192696
33,sub-01,VAN,FPN,0.2708764104259682
34,sub-01,VAN,CON,0.2742018478676061
35,sub-01,VAN,SAN,0.2792358422597831
36,sub-01,VAN,VAN,0.28175626630093986
37,sub-01,VAN,DAN,0.27777787084303757
38,sub-01,VAN,DMN,0.2864802069979585
39,sub-01,VAN,Motor,0.27616787254184033
40,sub-01,VAN,Aud.,0.2685344331884716
41,sub-01,VAN,Vis.,0.28077938648005546
42,sub-01,VAN,Subc.,0.2783897271104429
43,sub-01,VAN,Whole Brain,0.2795478010707345
44,sub-01,DAN,FPN,0.274682179078991
45,sub-01,DAN,CON,0.27975013316990255
46,sub-01,DAN,SAN,0.2830211575220578
47,sub-01,DAN,VAN,0.27777787084303757
48,sub-01,DAN,DAN,0.2748308113302814
49,sub-01,DAN,DMN,0.28618262421872187
50,sub-01,DAN,Motor,0.26818724754804213
51,sub-01,DAN,Aud.,0.2644423093917691
52,sub-01,DAN,Vis.,0.27709473095852327
53,sub-01,DAN,Subc.,0.2760467958192644
54,sub-01,DAN,Whole Brain,0.27828911115438465
55,sub-01,DMN,FPN,0.2817722462975179
56,sub-01,DMN,CON,0.2885883787081171
57,sub-01,DMN,SAN,0.2941876045630638
58,sub-01,DMN,VAN,0.2864802069979585
59,sub-01,DMN,DAN,0.28618262421872187
60,sub-01,DMN,DMN,0.2966756804214192
61,sub-01,DMN,Motor,0.2830288784479936
62,sub-01,DMN,Aud.,0.27677243496234577
63,sub-01,DMN,Vis.,0.2892532863145218
64,sub-01,DMN,Subc.,0.2886081156377149
65,sub-01,DMN,Whole Brain,0.2894428856262123
66,sub-01,Motor,FPN,0.27019604180190765
67,sub-01,Motor,CON,0.27466436052502713
68,sub-01,Motor,SAN,0.280933905303157
69,sub-01,Motor,VAN,0.27616787254184033
70,sub-01,Motor,DAN,0.26818724754804213
71,sub-01,Motor,DMN,0.2830288784479936
72,sub-01,Motor,Motor,0.2676227675474596
73,sub-01,Motor,Aud.,0.2640682794028288
74,sub-01,Motor,Vis.,0.2779292419710796
75,sub-01,Motor,Subc.,0.2723763182317588
76,sub-01,Motor,Whole Brain,0.2763263460854395
77,sub-01,Aud.,FPN,0.26432534441941635
78,sub-01,Aud.,CON,0.2648008115987719
79,sub-01,Aud.,SAN,0.27532121237187696
80,sub-01,Aud.,VAN,0.2685344331884716
81,sub-01,Aud.,DAN,0.2644423093917691
82,sub-01,Aud.,DMN,0.27677243496234577
83,sub-01,Aud.,Motor,0.2640682794028288
