net2,MeanBVC
Aud.,0.023424636658184103
CON,0.021096648287554892
DAN,0.019018027738461795
DMN,0.014583234743230512
FPN,0.016389027577097395
Motor,0.019174431145256278
SAN,0.020832311103352173
Subc.,0.017196249077780786
VAN,0.024070052122077815
Vis.,0.019599918590208758
Whole Brain,0.012026393463250126
