net2,MeanBVC
Aud.,0.00921915265609888
CON,0.009739459481103621
DAN,0.009184672151339784
DMN,0.008627540231132083
FPN,0.011826469748215844
Motor,0.00878013451713944
SAN,0.007908485844035978
Subc.,0.009585743865853162
VAN,0.012417681477267028
Vis.,0.008123720222149479
Whole Brain,0.007125373102133224
