net2,MeanGVC
Aud.,0.20621276848645068
CON,0.20227137289493563
DAN,0.20576958823288424
DMN,0.20507935279810202
FPN,0.19970907650892367
Motor,0.20334296536511468
SAN,0.2039075436637062
Subc.,0.2032796268434293
VAN,0.2005670071084589
Vis.,0.19880153525380254
Whole Brain,0.20341056560907955
