net2,MeanGVC
Aud.,0.2816903299063155
CON,0.28222860338250183
DAN,0.2872196090324951
DMN,0.286530990950269
FPN,0.28269216669315933
Motor,0.2831487693418096
SAN,0.2841152944319696
Subc.,0.2823361055747856
VAN,0.2863022382723719
Vis.,0.2884471180846849
Whole Brain,0.28658452403255735
