,subject,net1,net2,MeanGVC
0,sub-01,FPN,FPN,0.15550927230375738
1,sub-01,FPN,CON,0.16443377874785903
2,sub-01,FPN,SAN,0.16565911192287153
3,sub-01,FPN,VAN,0.16126081974767606
4,sub-01,FPN,DAN,0.16834155447425872
5,sub-01,FPN,DMN,0.16593486054684897
6,sub-01,FPN,Motor,0.16694805966469964
7,sub-01,FPN,Aud.,0.16521229055091657
8,sub-01,FPN,Vis.,0.16142670611879176
9,sub-01,FPN,Subc.,0.16747291809220471
10,sub-01,FPN,Whole Brain,0.16414907469269452
11,sub-01,CON,FPN,0.16597649430364997
12,sub-01,CON,CON,0.15705102891968536
13,sub-01,CON,SAN,0.17456692950889316
14,sub-01,CON,VAN,0.16185172974192522
15,sub-01,CON,DAN,0.17096106850009704
16,sub-01,CON,DMN,0.17537546975462498
17,sub-01,CON,Motor,0.16824825663679624
18,sub-01,CON,Aud.,0.17894178688969495
19,sub-01,CON,Vis.,0.1761802007230673
20,sub-01,CON,Subc.,0.17084910829305439
21,sub-01,CON,Whole Brain,0.17194392686778284
22,sub-01,SAN,FPN,0.17077049932141525
23,sub-01,SAN,CON,0.1784749866154197
24,sub-01,SAN,SAN,0.168960099511972
25,sub-01,SAN,VAN,0.1744963183797797
26,sub-01,SAN,DAN,0.1752447311825651
27,sub-01,SAN,DMN,0.17862282658927192
28,sub-01,SAN,Motor,0.17325434821626304
29,sub-01,SAN,Aud.,0.1765436398021758
30,sub-01,SAN,Vis.,0.18065401653086585
31,sub-01,SAN,Subc.,0.18119125195522587
32,sub-01,SAN,Whole Brain,0.17651685862019062
33,sub-01,VAN,FPN,0.16843996530649932
34,sub-01,VAN,CON,0.1663890756859093
35,sub-01,VAN,SAN,0.17571831093736442
36,sub-01,VAN,VAN,0.12791232905858207
37,sub-01,VAN,DAN,0.1674763331390562
38,sub-01,VAN,DMN,0.1713812402414348
39,sub-01,VAN,Motor,0.1652383944785837
40,sub-01,VAN,Aud.,0.16699753399763884
41,sub-01,VAN,Vis.,0.16776628608553518
42,sub-01,VAN,Subc.,0.16827690912340568
43,sub-01,VAN,Whole Brain,0.167490062228706
44,sub-01,DAN,FPN,0.17096930892371845
45,sub-01,DAN,CON,0.1719458843086096
46,sub-01,DAN,SAN,0.1725707416594864
47,sub-01,DAN,VAN,0.16382512548310743
48,sub-01,DAN,DAN,0.1621587964619235
49,sub-01,DAN,DMN,0.17368947304179283
50,sub-01,DAN,Motor,0.16927843727507585
51,sub-01,DAN,Aud.,0.1792400915421384
52,sub-01,DAN,Vis.,0.17326849778229828
53,sub-01,DAN,Subc.,0.17515668849092947
54,sub-01,DAN,Whole Brain,0.17184881203499572
55,sub-01,DMN,FPN,0.17162152092287866
56,sub-01,DMN,CON,0.17929635891842247
57,sub-01,DMN,SAN,0.17917353098014965
58,sub-01,DMN,VAN,0.17098438365356128
59,sub-01,DMN,DAN,0.1762688620535903
60,sub-01,DMN,DMN,0.17542315545038473
61,sub-01,DMN,Motor,0.17110867302397298
62,sub-01,DMN,Aud.,0.17711774533042535
63,sub-01,DMN,Vis.,0.17838669438739804
64,sub-01,DMN,Subc.,0.1759945438946403
65,sub-01,DMN,Whole Brain,0.1753351776562428
66,sub-01,Motor,FPN,0.16871025796806272
67,sub-01,Motor,CON,0.16882771921342357
68,sub-01,Motor,SAN,0.17074805277386987
69,sub-01,Motor,VAN,0.16060042016311785
70,sub-01,Motor,DAN,0.16888722964466188
71,sub-01,Motor,DMN,0.16746532587237653
