net2,MeanGVC
Aud.,0.2948092065458436
CON,0.3105865948208537
DAN,0.3168280163882674
DMN,0.31738337733597227
FPN,0.3032627622957712
Motor,0.3043718626781395
SAN,0.31440789380160095
Subc.,0.32170299580001654
VAN,0.31485646993380806
Vis.,0.31596026385055376
Whole Brain,0.3170609900822795
