,subject,net2,MeanBVC
0,sub-01,Aud.,0.2407677192958765
1,sub-01,CON,0.23800793252088318
2,sub-01,DAN,0.23816862516759035
3,sub-01,DMN,0.2381704580506617
4,sub-01,FPN,0.23469941645000034
5,sub-01,Motor,0.2354960003921251
6,sub-01,SAN,0.2391902458159693
7,sub-01,Subc.,0.23924521180385416
8,sub-01,VAN,0.23379692253415593
9,sub-01,Vis.,0.23742489513577952
10,sub-01,Whole Brain,0.23685312428336505
11,sub-02,Aud.,0.23594145225816518
12,sub-02,CON,0.2315475672991057
13,sub-02,DAN,0.2405983957117266
14,sub-02,DMN,0.23389152924403706
15,sub-02,FPN,0.24331412168622374
16,sub-02,Motor,0.23874752126241572
17,sub-02,SAN,0.2349459228787306
18,sub-02,Subc.,0.246951418820131
19,sub-02,VAN,0.23676090578749237
20,sub-02,Vis.,0.23254809794184275
21,sub-02,Whole Brain,0.23657361856039047
22,sub-03,Aud.,0.24470944267031144
23,sub-03,CON,0.23793022407106018
24,sub-03,DAN,0.23599255157448348
25,sub-03,DMN,0.23927592114814136
26,sub-03,FPN,0.23336251676395864
27,sub-03,Motor,0.2380018786087207
28,sub-03,SAN,0.2377534153296308
29,sub-03,Subc.,0.23709954533299502
30,sub-03,VAN,0.2413541667919839
31,sub-03,Vis.,0.23035066685168273
32,sub-03,Whole Brain,0.23599022230729316
33,sub-04,Aud.,0.2505361157316998
34,sub-04,CON,0.24212848080713853
35,sub-04,DAN,0.24640413980031317
36,sub-04,DMN,0.2397788037795113
37,sub-04,FPN,0.22955317378916634
38,sub-04,Motor,0.24191891158918333
39,sub-04,SAN,0.23021206840026434
40,sub-04,Subc.,0.23702192895059512
41,sub-04,VAN,0.22431432044860236
42,sub-04,Vis.,0.2325589506466373
43,sub-04,Whole Brain,0.23739365750714936
44,sub-05,Aud.,0.237275878115394
45,sub-05,CON,0.23327239830893332
46,sub-05,DAN,0.23646665852412774
47,sub-05,DMN,0.23994728975447774
48,sub-05,FPN,0.2349486785576349
49,sub-05,Motor,0.24001662261346407
50,sub-05,SAN,0.23867211921942477
51,sub-05,Subc.,0.23519836610990344
52,sub-05,VAN,0.2439315390302348
53,sub-05,Vis.,0.2346857929859169
54,sub-05,Whole Brain,0.23740520823074918
55,sub-06,Aud.,0.24151191848004974
56,sub-06,CON,0.23501900730610842
57,sub-06,DAN,0.23792960006159544
58,sub-06,DMN,0.23967829438516372
59,sub-06,FPN,0.23339044579114857
60,sub-06,Motor,0.24218856601965744
61,sub-06,SAN,0.23933021238979788
62,sub-06,Subc.,0.23920652167717563
63,sub-06,VAN,0.23376616131342706
64,sub-06,Vis.,0.23249474153284347
65,sub-06,Whole Brain,0.2373050824932937
66,sub-09,Aud.,0.2372582181093684
67,sub-09,CON,0.23670995539058648
68,sub-09,DAN,0.24634788851276465
69,sub-09,DMN,0.23626443391105548
70,sub-09,FPN,0.237649231843847
71,sub-09,Motor,0.23636380188755773
72,sub-09,SAN,0.23999832463139156
73,sub-09,Subc.,0.23158556051787946
74,sub-09,VAN,0.23944521957481948
75,sub-09,Vis.,0.23371869859047517
76,sub-09,Whole Brain,0.23647921848051573
77,sub-10,Aud.,0.23792007732118486
78,sub-10,CON,0.23415262945427898
79,sub-10,DAN,0.24248679131701442
80,sub-10,DMN,0.23715688313975183
81,sub-10,FPN,0.23152025778793636
82,sub-10,Motor,0.23959661360944592
83,sub-10,SAN,0.23544038787651425
84,sub-10,Subc.,0.23642269769438284
85,sub-10,VAN,0.24481941832002443
86,sub-10,Vis.,0.23552744687136107
87,sub-10,Whole Brain,0.23677734805836637
88,sub-14,Aud.,0.23532865608148135
89,sub-14,CON,0.2370304989733981
90,sub-14,DAN,0.24227074378427246
