net2,MeanBVC
Aud.,0.008204868117962859
CON,0.007475198060667596
DAN,0.006971846582398839
DMN,0.006882586794429908
FPN,0.006752018702518741
Motor,0.00649941320988012
SAN,0.007020542283150178
Subc.,0.007236455899069748
VAN,0.00812689727372048
Vis.,0.006463525557035192
Whole Brain,0.006156958068063625
