net2,MeanBVC
Aud.,0.008395762363223768
CON,0.008184978102124955
DAN,0.007950062819974473
DMN,0.008159775631429842
FPN,0.008322575764365406
Motor,0.007990582939912139
SAN,0.008020475384586844
Subc.,0.00843733082473154
VAN,0.00780304843118348
Vis.,0.007416001502259576
Whole Brain,0.007489760986203025
