net2,MeanBVC
Aud.,0.23978959400025834
CON,0.23599106130266426
DAN,0.2402728582442099
DMN,0.23794199939012864
FPN,0.2351916746777612
Motor,0.2382770604511689
SAN,0.23801373288965627
Subc.,0.23749186498268837
VAN,0.2384757211412284
Vis.,0.23359979142402162
Whole Brain,0.23677519294647548
