net2,MeanGVC
Aud.,0.011868323681968733
CON,0.011290638441103
DAN,0.010083336656919534
DMN,0.00843436363215674
FPN,0.011389036026102991
Motor,0.008969937193405697
SAN,0.008972931474554188
Subc.,0.010318641182559913
VAN,0.014000153937652237
Vis.,0.00879292099291856
Whole Brain,0.007366011536310706
