net2,MeanGVC
Aud.,0.41372368975515433
CON,0.41022205041912635
DAN,0.42260378126002407
DMN,0.4146265269839478
FPN,0.4149276531475213
Motor,0.4205612470856863
SAN,0.41874965082525
Subc.,0.4151121513368109
VAN,0.4217485324469405
Vis.,0.41569893988891876
Whole Brain,0.41763818453709595
