net2,MeanGVC
Aud.,0.011095194377310028
CON,0.010114150981223872
DAN,0.00897981506930424
DMN,0.007993058362085135
FPN,0.010142052737191194
Motor,0.00833565144140513
SAN,0.008516610892992611
Subc.,0.009589521205513755
VAN,0.012170017654261612
Vis.,0.008263293578332396
Whole Brain,0.007151710965039135
