net2,MeanBVC
Aud.,0.30106088482303195
CON,0.3119123567701308
DAN,0.3184961470308326
DMN,0.31826261107855736
FPN,0.3066728957351423
Motor,0.3075655763036485
SAN,0.316856818074079
Subc.,0.32240704218021154
VAN,0.31817457443646807
Vis.,0.3206082630526887
Whole Brain,0.31676517302201423
