net2,MeanGVC
Aud.,0.2644356563768685
CON,0.26107196825555884
DAN,0.2669299333464061
DMN,0.264867457575208
FPN,0.26182439061702695
Motor,0.2655920935186252
SAN,0.26460411068224043
Subc.,0.26377474538982404
VAN,0.26438891975698436
Vis.,0.2605075127580197
Whole Brain,0.26444462003966585
