net2,MeanBVC
Aud.,0.20781062378127127
CON,0.20357542609040433
DAN,0.20684389370308412
DMN,0.20523345513734814
FPN,0.20116886212371093
Motor,0.20412259471303645
SAN,0.20486329024973698
Subc.,0.20441819265260822
VAN,0.20297733484476213
Vis.,0.19963243610795797
Whole Brain,0.20344011005050344
