net2,MeanBVC
Aud.,196.40715154569978
CON,187.63721706751505
DAN,198.9172031155778
DMN,188.2728129627227
FPN,181.36754177799793
Motor,184.83321495277215
SAN,180.56683398299378
Subc.,179.1472881823083
VAN,208.77656193026309
Vis.,183.38495108311062
Whole Brain,184.4035766758392
