,subject,net2,MeanGVC
0,CC110033,Aud.,211.2805667901307
1,CC110033,CON,193.5619905467276
2,CC110033,DAN,202.39345542019353
3,CC110033,DMN,207.0980496392889
4,CC110033,FPN,195.27753309317768
5,CC110033,Motor,200.41844098437767
6,CC110033,SAN,193.93954376349046
7,CC110033,Subc.,195.6623154567934
8,CC110033,VAN,207.36393744545802
9,CC110033,Vis.,200.7454426054436
10,CC110033,Whole Brain,201.36550024194938
11,CC110037,Aud.,205.02522709306575
12,CC110037,CON,197.3188174105186
13,CC110037,DAN,204.70908023882467
14,CC110037,DMN,202.58379681439382
15,CC110037,FPN,207.96351293240397
16,CC110037,Motor,196.8500965612853
17,CC110037,SAN,197.40984597028563
18,CC110037,Subc.,197.67256868282993
19,CC110037,VAN,200.58384818448405
20,CC110037,Vis.,198.13871861808838
21,CC110037,Whole Brain,200.85126348085052
22,CC110045,Aud.,206.20126546833865
23,CC110045,CON,202.5759715346293
24,CC110045,DAN,194.6714348681232
25,CC110045,DMN,206.46374154586567
26,CC110045,FPN,198.90012748056307
27,CC110045,Motor,202.90468240905432
28,CC110045,SAN,189.62226948772997
29,CC110045,Subc.,196.40744032292943
30,CC110045,VAN,205.97351120555578
31,CC110045,Vis.,203.4898973637808
32,CC110045,Whole Brain,201.89643430046033
33,CC110056,Aud.,204.7336272683213
34,CC110056,CON,200.25873301992885
35,CC110056,DAN,201.31188912894922
36,CC110056,DMN,206.30033395300458
37,CC110056,FPN,196.72839881081228
38,CC110056,Motor,197.6618895190728
39,CC110056,SAN,204.7199033558227
40,CC110056,Subc.,201.7936797012392
41,CC110056,VAN,195.6782885253081
42,CC110056,Vis.,198.5335202086974
43,CC110056,Whole Brain,201.38651249587411
44,CC110069,Aud.,209.40424311089637
45,CC110069,CON,207.9785149898469
46,CC110069,DAN,209.6256276998286
47,CC110069,DMN,214.3305507557393
48,CC110069,FPN,188.5875137715676
49,CC110069,Motor,195.35025042010847
50,CC110069,SAN,194.59540249321432
51,CC110069,Subc.,175.72156411202323
52,CC110069,VAN,223.6120820726739
53,CC110069,Vis.,189.1567662653737
54,CC110069,Whole Brain,200.7442602957578
55,CC110087,Aud.,207.8899015212881
56,CC110087,CON,197.02776355482084
57,CC110087,DAN,206.84374755518635
58,CC110087,DMN,203.36418394878484
59,CC110087,FPN,202.81337277861905
60,CC110087,Motor,201.88109161195288
61,CC110087,SAN,182.4950889625851
62,CC110087,Subc.,186.49001950805462
63,CC110087,VAN,216.01773788031352
64,CC110087,Vis.,203.36247638982124
65,CC110087,Whole Brain,200.92139227560395
66,CC110098,Aud.,208.95093512870844
67,CC110098,CON,201.53146814671737
68,CC110098,DAN,199.96950854642193
69,CC110098,DMN,203.0599004006613
70,CC110098,FPN,192.27186908510322
71,CC110098,Motor,207.243422118304
72,CC110098,SAN,193.72525210570254
73,CC110098,Subc.,191.1654786425708
74,CC110098,VAN,213.44551774115152
75,CC110098,Vis.,197.04877307351018
76,CC110098,Whole Brain,200.69465099817896
77,CC110101,Aud.,208.3173803792182
78,CC110101,CON,186.47703665787668
79,CC110101,DAN,203.86809032988384
80,CC110101,DMN,197.61990097185773
81,CC110101,FPN,200.87898438342245
82,CC110101,Motor,193.62177959735527
83,CC110101,SAN,188.60442309963813
84,CC110101,Subc.,201.1010789397853
85,CC110101,VAN,216.80680794105757
86,CC110101,Vis.,212.0526177733944
87,CC110101,Whole Brain,199.75867591354046
88,CC110126,Aud.,205.32430104149933
89,CC110126,CON,200.68097931289097
90,CC110126,DAN,200.17848803729294
91,CC110126,DMN,206.34290919662692
92,CC110126,FPN,196.48611508693702
93,CC110126,Motor,203.976309494417
94,CC110126,SAN,198.99188565720627
95,CC110126,Subc.,186.37976317988705
96,CC110126,VAN,213.82873461618294
97,CC110126,Vis.,195.68367369572042
98,CC110126,Whole Brain,201.23361666836973
99,CC110174,Aud.,199.02293491420167
100,CC110174,CON,210.77866224770742
101,CC110174,DAN,197.77654062008324
102,CC110174,DMN,200.30500905665002
103,CC110174,FPN,195.39991762112174
104,CC110174,Motor,222.55031181398306
