net2,MeanGVC
Aud.,0.26794542761933887
CON,0.23866852964315924
DAN,0.21483648586723939
DMN,0.2511999083966574
FPN,0.25365019475223405
Motor,0.26796434317698997
SAN,0.24090638580227058
Subc.,0.24016002904139858
VAN,0.22819476916396214
Vis.,0.24165326354866534
Whole Brain,0.24887758284800002
