net2,MeanBVC
Aud.,19.074285956931902
CON,18.23862406319053
DAN,24.331638000120048
DMN,18.906943414227598
FPN,17.8380279041949
Motor,19.466594347501147
SAN,17.881989645384163
Subc.,22.536444979574256
VAN,21.104509081327887
Vis.,17.975008130604795
Whole Brain,15.075763819144521
