,subject,net1,net2,MeanBVC
0,CC110033,FPN,CON,175.59242015617878
1,CC110033,FPN,SAN,144.87220043851445
2,CC110033,FPN,VAN,185.18716838899272
3,CC110033,FPN,DAN,183.42318311977348
4,CC110033,FPN,DMN,180.21026913798525
5,CC110033,FPN,Motor,170.3397866471878
6,CC110033,FPN,Aud.,194.55560880601226
7,CC110033,FPN,Vis.,165.5745043322293
8,CC110033,FPN,Subc.,156.2151051958776
9,CC110033,FPN,Whole Brain,168.99651432305592
10,CC110033,CON,FPN,177.52129411524947
11,CC110033,CON,SAN,133.49919073695523
12,CC110033,CON,VAN,192.47248566997996
13,CC110033,CON,DAN,185.8586554621516
14,CC110033,CON,DMN,189.17886749961124
15,CC110033,CON,Motor,145.5892335929691
16,CC110033,CON,Aud.,182.5584522103591
17,CC110033,CON,Vis.,190.63769241711526
18,CC110033,CON,Subc.,193.61904701029565
19,CC110033,CON,Whole Brain,172.70244621902523
20,CC110033,SAN,FPN,176.7525256366311
21,CC110033,SAN,CON,158.60987526486815
22,CC110033,SAN,VAN,201.94488027269023
23,CC110033,SAN,DAN,190.45740791877853
24,CC110033,SAN,DMN,188.01747939158213
25,CC110033,SAN,Motor,162.39379993834962
26,CC110033,SAN,Aud.,182.36731081426194
27,CC110033,SAN,Vis.,196.84331834494873
28,CC110033,SAN,Subc.,188.21244273192653
29,CC110033,SAN,Whole Brain,177.528493814516
30,CC110033,VAN,FPN,126.98136147251789
31,CC110033,VAN,CON,140.89948882637424
32,CC110033,VAN,SAN,122.05510118350806
33,CC110033,VAN,DAN,125.45952365180466
34,CC110033,VAN,DMN,132.64610802952106
35,CC110033,VAN,Motor,119.18314664804859
36,CC110033,VAN,Aud.,143.5814581545824
37,CC110033,VAN,Vis.,130.51912393232692
38,CC110033,VAN,Subc.,121.414369697688
39,CC110033,VAN,Whole Brain,128.07916049367995
40,CC110033,DAN,FPN,145.62320204295827
41,CC110033,DAN,CON,155.5627186347167
42,CC110033,DAN,SAN,138.0304510724112
43,CC110033,DAN,VAN,144.33049983809406
44,CC110033,DAN,DMN,144.29421941755234
45,CC110033,DAN,Motor,149.63196491423025
46,CC110033,DAN,Aud.,145.4471885156255
47,CC110033,DAN,Vis.,154.1148087345143
48,CC110033,DAN,Subc.,154.14442125841853
49,CC110033,DAN,Whole Brain,146.77427832969278
50,CC110033,DMN,FPN,164.1300782968604
51,CC110033,DMN,CON,178.15787527141626
52,CC110033,DMN,SAN,151.98833475062096
53,CC110033,DMN,VAN,178.24651493032937
54,CC110033,DMN,DAN,168.15914963320176
55,CC110033,DMN,Motor,174.45715028201838
56,CC110033,DMN,Aud.,168.8792139983869
57,CC110033,DMN,Vis.,175.58367207023787
58,CC110033,DMN,Subc.,173.55309538893022
59,CC110033,DMN,Whole Brain,167.21760757025123
60,CC110033,Motor,FPN,167.8962968543229
61,CC110033,Motor,CON,156.4594436698
62,CC110033,Motor,SAN,145.70366542564702
63,CC110033,Motor,VAN,180.69222872786864
64,CC110033,Motor,DAN,186.7194058212581
65,CC110033,Motor,DMN,186.85626881794872
66,CC110033,Motor,Aud.,188.17362030010887
67,CC110033,Motor,Vis.,180.61788985451022
68,CC110033,Motor,Subc.,168.56264120721355
69,CC110033,Motor,Whole Brain,170.15286970577415
70,CC110033,Aud.,FPN,161.06588644432884
71,CC110033,Aud.,CON,152.3195233817516
72,CC110033,Aud.,SAN,131.26407522833162
73,CC110033,Aud.,VAN,172.01066590692093
