,subject,net1,net2,MeanGVC
0,CC110033,FPN,FPN,0.2222301304073649
1,CC110033,FPN,CON,0.19929066030202616
2,CC110033,FPN,SAN,0.16202750700503973
3,CC110033,FPN,VAN,0.2316177805369956
4,CC110033,FPN,DAN,0.2513203662096822
5,CC110033,FPN,DMN,0.24756708001582278
6,CC110033,FPN,Motor,0.2741319827872768
7,CC110033,FPN,Aud.,0.282200107364058
8,CC110033,FPN,Vis.,0.21233688423681693
9,CC110033,FPN,Subc.,0.19098887063488074
10,CC110033,FPN,Whole Brain,0.23245907122192397
11,CC110033,CON,FPN,0.2878940325583113
12,CC110033,CON,CON,0.18155360889982394
13,CC110033,CON,SAN,0.19599795027703013
14,CC110033,CON,VAN,0.2530991561091788
15,CC110033,CON,DAN,0.2705850868188385
16,CC110033,CON,DMN,0.2905247695071927
17,CC110033,CON,Motor,0.2610976365736475
18,CC110033,CON,Aud.,0.27985174488968984
19,CC110033,CON,Vis.,0.24207582476293976
20,CC110033,CON,Subc.,0.24896762843621043
21,CC110033,CON,Whole Brain,0.25979240506398094
22,CC110033,SAN,FPN,0.25714214250428297
23,CC110033,SAN,CON,0.18939603886884523
24,CC110033,SAN,SAN,0.16239914651030662
25,CC110033,SAN,VAN,0.2231386857613638
26,CC110033,SAN,DAN,0.24873936687854287
27,CC110033,SAN,DMN,0.2450961600086571
28,CC110033,SAN,Motor,0.24549031644240504
29,CC110033,SAN,Aud.,0.24362828483317606
30,CC110033,SAN,Vis.,0.20437534729859855
31,CC110033,SAN,Subc.,0.19216718221429718
32,CC110033,SAN,Whole Brain,0.22734531694919013
33,CC110033,VAN,FPN,0.16758964260763193
34,CC110033,VAN,CON,0.13374539666554314
35,CC110033,VAN,SAN,0.1334051396490214
36,CC110033,VAN,VAN,0.14486886425235831
37,CC110033,VAN,DAN,0.1892972977041792
38,CC110033,VAN,DMN,0.1737891435441566
39,CC110033,VAN,Motor,0.18174128373295909
40,CC110033,VAN,Aud.,0.21346025794199366
41,CC110033,VAN,Vis.,0.15260015384240855
42,CC110033,VAN,Subc.,0.12917778730295237
43,CC110033,VAN,Whole Brain,0.16519506601108894
44,CC110033,DAN,FPN,0.19073232213070346
45,CC110033,DAN,CON,0.15027936063096176
46,CC110033,DAN,SAN,0.17179553062942066
47,CC110033,DAN,VAN,0.18300288670069795
48,CC110033,DAN,DAN,0.2140135450364374
49,CC110033,DAN,DMN,0.19317080020242722
50,CC110033,DAN,Motor,0.22376356971047787
51,CC110033,DAN,Aud.,0.21625411757346596
52,CC110033,DAN,Vis.,0.18500977958719045
53,CC110033,DAN,Subc.,0.18145948234220982
54,CC110033,DAN,Whole Brain,0.19324171850626917
55,CC110033,DMN,FPN,0.22146537067559588
56,CC110033,DMN,CON,0.182868429350975
57,CC110033,DMN,SAN,0.16814807457837364
58,CC110033,DMN,VAN,0.2187832532916995
59,CC110033,DMN,DAN,0.23259773951405618
60,CC110033,DMN,DMN,0.21689262366527196
61,CC110033,DMN,Motor,0.2578632184552667
62,CC110033,DMN,Aud.,0.2418652752656288
63,CC110033,DMN,Vis.,0.20379219411373917
64,CC110033,DMN,Subc.,0.18443731668698507
65,CC110033,DMN,Whole Brain,0.2161697297790712
66,CC110033,Motor,FPN,0.22242685740812604
67,CC110033,Motor,CON,0.15026745977078768
68,CC110033,Motor,SAN,0.13926970387254178
69,CC110033,Motor,VAN,0.19918647237593384
70,CC110033,Motor,DAN,0.21350412745961878
71,CC110033,Motor,DMN,0.2146472803999962
72,CC110033,Motor,Motor,0.20335237172542137
73,CC110033,Motor,Aud.,0.22449959942111683
74,CC110033,Motor,Vis.,0.20565972549506392
75,CC110033,Motor,Subc.,0.19575652479354413
76,CC110033,Motor,Whole Brain,0.20139345481915255
77,CC110033,Aud.,FPN,0.23475139350530302
78,CC110033,Aud.,CON,0.1564257979778809
79,CC110033,Aud.,SAN,0.16060251619267968
80,CC110033,Aud.,VAN,0.23865583759851863
81,CC110033,Aud.,DAN,0.2137348500988992
82,CC110033,Aud.,DMN,0.21169721582795228
83,CC110033,Aud.,Motor,0.23836499516563303
84,CC110033,Aud.,Aud.,0.2128833948546897
85,CC110033,Aud.,Vis.,0.22940925652986308
86,CC110033,Aud.,Subc.,0.2022107215642466
87,CC110033,Aud.,Whole Brain,0.21378542656896013
88,CC110033,Vis.,FPN,0.23714494916330325
89,CC110033,Vis.,CON,0.2190659095286394
90,CC110033,Vis.,SAN,0.1973652566238933
91,CC110033,Vis.,VAN,0.23468201750062107
92,CC110033,Vis.,DAN,0.2910624737257557
93,CC110033,Vis.,DMN,0.2596282465534109
94,CC110033,Vis.,Motor,0.3032919759387167
95,CC110033,Vis.,Aud.,0.3060373908785233
96,CC110033,Vis.,Vis.,0.23413450511463602
97,CC110033,Vis.,Subc.,0.20415530766439072
98,CC110033,Vis.,Whole Brain,0.2529131474362187
99,CC110033,Subc.,FPN,0.23727491007089
100,CC110033,Subc.,CON,0.23118785152641186
101,CC110033,Subc.,SAN,0.20691001650841112
102,CC110033,Subc.,VAN,0.21824697753980804
103,CC110033,Subc.,DAN,0.2712945903972704
104,CC110033,Subc.,DMN,0.22647168522591427
105,CC110033,Subc.,Motor,0.30082767917614034
106,CC110033,Subc.,Aud.,0.2836394399675888
107,CC110033,Subc.,Vis.,0.2325158081729391
108,CC110033,Subc.,Subc.,0.18212038306448536
109,CC110033,Subc.,Whole Brain,0.24137207807940733
110,CC110033,Whole Brain,FPN,0.22913710203831592
111,CC110033,Whole Brain,CON,0.18312549748508689
112,CC110033,Whole Brain,SAN,0.16917937750652853
113,CC110033,Whole Brain,VAN,0.2189914765051337
114,CC110033,Whole Brain,DAN,0.24232656894601917
115,CC110033,Whole Brain,DMN,0.23030805823039474
116,CC110033,Whole Brain,Motor,0.25410547326071153
117,CC110033,Whole Brain,Aud.,0.2537555649256997
118,CC110033,Whole Brain,Vis.,0.21193656298575
119,CC110033,Whole Brain,Subc.,0.1930573177390849
120,CC110033,Whole Brain,Whole Brain,0.22280277412540647
121,CC110037,FPN,FPN,0.3151273967049346
122,CC110037,FPN,CON,0.3210356999620692
123,CC110037,FPN,SAN,0.3077226053439527
124,CC110037,FPN,VAN,0.31634219331585833
125,CC110037,FPN,DAN,0.2740472858876189
126,CC110037,FPN,DMN,0.2966912043026343
127,CC110037,FPN,Motor,0.2673450110007072
128,CC110037,FPN,Aud.,0.3325200002703559
129,CC110037,FPN,Vis.,0.2965017264782633
130,CC110037,FPN,Subc.,0.3421362038692063
131,CC110037,FPN,Whole Brain,0.30090056386645775
132,CC110037,CON,FPN,0.28607411530322274
133,CC110037,CON,CON,0.2237339163738007
134,CC110037,CON,SAN,0.22547340910043617
