net2,MeanGVC
Aud.,0.03400629955999275
CON,0.032037553165953934
DAN,0.02987419205144471
DMN,0.028786800069889786
FPN,0.032847743294634045
Motor,0.034416888062292886
SAN,0.031183756116010746
Subc.,0.03281225114024922
VAN,0.03738009888717393
Vis.,0.029446882512713077
Whole Brain,0.02733727502767011
