net2,MeanBVC
Aud.,0.03925175542202505
CON,0.0392720158274769
DAN,0.034122032805588544
DMN,0.034027914033322566
FPN,0.039536058518945774
Motor,0.038868949658328676
SAN,0.03763103570802601
Subc.,0.03874835598606509
VAN,0.04678233578453659
Vis.,0.035769254035150286
Whole Brain,0.03251307226745808
