net2,MeanBVC
Aud.,202.71878891636845
CON,194.21158157319869
DAN,204.41086349485178
DMN,195.19091277447998
FPN,188.95082028329384
Motor,193.73993996161613
SAN,187.42207348406757
Subc.,188.37665469290573
VAN,212.7821439234709
Vis.,190.9343138463337
Whole Brain,191.58036076851212
