net2,MeanBVC
Aud.,210.76933688396596
CON,203.32321710357658
DAN,209.7080783755997
DMN,203.96487439153694
FPN,198.72928603875988
Motor,204.9206906971831
SAN,196.25124583945416
Subc.,197.04147870774875
VAN,217.57401356740706
Vis.,198.5068473746534
Whole Brain,200.29805369547577
