net2,MeanGVC
Aud.,0.043395639540975604
CON,0.04336197480275953
DAN,0.03828780528377368
DMN,0.0361659326615779
FPN,0.04243667985720603
Motor,0.044464435095670045
SAN,0.041150988109278766
Subc.,0.04352920449764776
VAN,0.05126270248159048
Vis.,0.03825551783130942
Whole Brain,0.034199139595866915
