net2,MeanGVC
Aud.,0.1354106308031832
CON,0.11883469072362805
DAN,0.10970942337758
DMN,0.12625788842627111
FPN,0.1284067735141845
Motor,0.13550305042299932
SAN,0.12228877825392047
Subc.,0.11658237865061824
VAN,0.12092138515320766
Vis.,0.1202567764348217
Whole Brain,0.12527746407129375
