net2,MeanBVC
Aud.,187.53208418958084
CON,176.5725132681769
DAN,192.34968020420337
DMN,178.6115485383886
FPN,170.72418718040876
Motor,173.49532552172747
SAN,170.44704713586452
Subc.,168.5792260222852
VAN,203.09902430021296
Vis.,174.1833486066823
Whole Brain,174.7474691517433
